Entry	Entry Name	Protein families
A7RTM6	A7RTM6_NEMVE	
A7RTP4	A7RTP4_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7RTR7	A7RTR7_NEMVE	
A7RU14	A7RU14_NEMVE	
A7RU70	A7RU70_NEMVE	
A7RUB5	A7RUB5_NEMVE	
A7RUE7	A7RUE7_NEMVE	
A7RUF5	A7RUF5_NEMVE	Paired homeobox family, Unc-4 subfamily
A7RUG2	A7RUG2_NEMVE	
A7RUL9	A7RUL9_NEMVE	
A7RUM9	A7RUM9_NEMVE	
A7RUP6	A7RUP6_NEMVE	
A7RUU9	A7RUU9_NEMVE	
A7RUY9	A7RUY9_NEMVE	
A7RUZ0	A7RUZ0_NEMVE	
A7RUZ4	A7RUZ4_NEMVE	
A7RUZ7	A7RUZ7_NEMVE	
A7RV17	A7RV17_NEMVE	
A7RV68	A7RV68_NEMVE	
A7RV98	A7RV98_NEMVE	
A7RVC1	A7RVC1_NEMVE	
A7RVG1	A7RVG1_NEMVE	
A7RVG6	A7RVG6_NEMVE	
A7RVL5	A7RVL5_NEMVE	
A7RVZ0	A7RVZ0_NEMVE	
A7RW27	A7RW27_NEMVE	ETS family
A7RW37	A7RW37_NEMVE	
A7RW39	A7RW39_NEMVE	Helicase family, RecQ subfamily
A7RW58	A7RW58_NEMVE	
A7RWA0	A7RWA0_NEMVE	
A7RWA3	A7RWA3_NEMVE	
A7RWA6	A7RWA6_NEMVE	
A7RWA8	A7RWA8_NEMVE	
A7RWA9	A7RWA9_NEMVE	
A7RWB0	A7RWB0_NEMVE	
A7RWE2	A7RWE2_NEMVE	
A7RWF6	A7RWF6_NEMVE	EGF domain peptide family
A7RWK5	A7RWK5_NEMVE	BLCAP family
A7RWS0	A7RWS0_NEMVE	
A7RWX7	A7RWX7_NEMVE	
A7RWZ1	A7RWZ1_NEMVE	
A7RX55	A7RX55_NEMVE	
A7RX57	A7RX57_NEMVE	
A7RXI0	A7RXI0_NEMVE	
A7RXR9	A7RXR9_NEMVE	
A7RXS6	A7RXS6_NEMVE	
A7RXV6	A7RXV6_NEMVE	
A7RXW1	A7RXW1_NEMVE	
A7RXW6	A7RXW6_NEMVE	
A7RXX7	A7RXX7_NEMVE	
A7RXZ2	A7RXZ2_NEMVE	
A7RY67	A7RY67_NEMVE	
A7RY94	A7RY94_NEMVE	
A7RY97	A7RY97_NEMVE	
A7RYA7	A7RYA7_NEMVE	
A7RYD3	A7RYD3_NEMVE	
A7RYF6	A7RYF6_NEMVE	
A7RYI2	A7RYI2_NEMVE	
A7RYK5	A7RYK5_NEMVE	
A7RYQ0	A7RYQ0_NEMVE	
A7RYQ6	A7RYQ6_NEMVE	
A7RYR6	A7RYR6_NEMVE	
A7RYR7	A7RYR7_NEMVE	
A7RZ27	A7RZ27_NEMVE	Selenoprotein M/F family
A7RZ34	A7RZ34_NEMVE	EGF domain peptide family
A7RZ53	A7RZ53_NEMVE	
A7RZ95	A7RZ95_NEMVE	
A7RZC1	A7RZC1_NEMVE	
A7RZE8	A7RZE8_NEMVE	DDRGK1 family
A7RZR0	A7RZR0_NEMVE	E(R) family
A7RZT3	A7RZT3_NEMVE	
A7RZT4	A7RZT4_NEMVE	
A7RZY6	A7RZY6_NEMVE	
A7RZZ0	A7RZZ0_NEMVE	
A7S017	A7S017_NEMVE	
A7S063	A7S063_NEMVE	
A7S097	A7S097_NEMVE	
A7S099	A7S099_NEMVE	
A7S0B3	A7S0B3_NEMVE	
A7S0J2	A7S0J2_NEMVE	
A7S0K9	A7S0K9_NEMVE	
A7S0L4	A7S0L4_NEMVE	
A7S0P0	A7S0P0_NEMVE	ETS family
A7S0S3	A7S0S3_NEMVE	
A7S0U4	A7S0U4_NEMVE	
A7S122	A7S122_NEMVE	
A7S128	A7S128_NEMVE	
A7S139	A7S139_NEMVE	
A7S167	A7S167_NEMVE	
A7S1B7	A7S1B7_NEMVE	
A7S1C4	A7S1C4_NEMVE	
A7S1H6	A7S1H6_NEMVE	
A7S1J1	A7S1J1_NEMVE	
A7S1J7	A7S1J7_NEMVE	
A7S1M0	A7S1M0_NEMVE	
A7S1S4	A7S1S4_NEMVE	
A7S1S8	A7S1S8_NEMVE	
A7S1T5	A7S1T5_NEMVE	
A7S1U3	A7S1U3_NEMVE	
A7S1W0	A7S1W0_NEMVE	
A7S1Y9	A7S1Y9_NEMVE	
A7S1Z2	A7S1Z2_NEMVE	
A7S211	A7S211_NEMVE	
A7S222	A7S222_NEMVE	
A7S234	A7S234_NEMVE	
A7S238	A7S238_NEMVE	
A7S248	A7S248_NEMVE	
A7S261	A7S261_NEMVE	
A7S274	A7S274_NEMVE	
A7S290	A7S290_NEMVE	
A7S291	A7S291_NEMVE	
A7S2I6	A7S2I6_NEMVE	
A7S2N3	A7S2N3_NEMVE	
A7S2Q5	A7S2Q5_NEMVE	
A7S2U8	A7S2U8_NEMVE	
A7S2X8	A7S2X8_NEMVE	
A7S321	A7S321_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7S322	A7S322_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7S395	A7S395_NEMVE	Peptidase M1 family
A7S399	A7S399_NEMVE	
A7S3A0	A7S3A0_NEMVE	
A7S3P7	A7S3P7_NEMVE	
A7S3R0	A7S3R0_NEMVE	
A7S3R1	A7S3R1_NEMVE	Catalase family
A7S3S1	A7S3S1_NEMVE	
A7S3T1	A7S3T1_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7S3W3	A7S3W3_NEMVE	
A7S3X3	A7S3X3_NEMVE	
A7S3Y4	A7S3Y4_NEMVE	
A7S402	A7S402_NEMVE	
A7S411	A7S411_NEMVE	
A7S422	A7S422_NEMVE	EGF domain peptide family
A7S423	A7S423_NEMVE	COX17 family
A7S459	A7S459_NEMVE	PI3/PI4-kinase family, ATM subfamily
A7S475	A7S475_NEMVE	
A7S4B4	A7S4B4_NEMVE	
A7S4D3	A7S4D3_NEMVE	
A7S4G0	A7S4G0_NEMVE	
A7S4H6	A7S4H6_NEMVE	
A7S4K3	A7S4K3_NEMVE	
A7S4L5	A7S4L5_NEMVE	
A7S4R0	A7S4R0_NEMVE	
A7S4S7	A7S4S7_NEMVE	
A7S4Z8	A7S4Z8_NEMVE	
A7S500	A7S500_NEMVE	
A7S536	A7S536_NEMVE	Plant homeotic and developmental regulators ALOG protein family
A7S5E6	A7S5E6_NEMVE	Complex I LYR family
A7S5F4	A7S5F4_NEMVE	
A7S5Q7	A7S5Q7_NEMVE	
A7S5R0	A7S5R0_NEMVE	Small heat shock protein (HSP20) family
A7S5R1	A7S5R1_NEMVE	Small heat shock protein (HSP20) family
A7S5V2	A7S5V2_NEMVE	
A7S639	A7S639_NEMVE	
A7S654	A7S654_NEMVE	
A7S669	A7S669_NEMVE	
A7S670	A7S670_NEMVE	
A7S684	A7S684_NEMVE	
A7S6A4	A7S6A4_NEMVE	
A7S6B7	A7S6B7_NEMVE	
A7S6C2	A7S6C2_NEMVE	
A7S6C9	A7S6C9_NEMVE	
A7S6F1	A7S6F1_NEMVE	
A7S6H6	A7S6H6_NEMVE	
A7S6H8	A7S6H8_NEMVE	
A7S6I3	A7S6I3_NEMVE	
A7S6X0	A7S6X0_NEMVE	
A7S742	A7S742_NEMVE	
A7S744	A7S744_NEMVE	
A7S748	A7S748_NEMVE	DACH/dachshund family
A7S780	A7S780_NEMVE	
A7S781	A7S781_NEMVE	
A7S7B4	A7S7B4_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7S7B9	A7S7B9_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7S7G2	A7S7G2_NEMVE	
A7S7J6	A7S7J6_NEMVE	
A7S7L3	A7S7L3_NEMVE	
A7S7L6	A7S7L6_NEMVE	
A7S7R7	A7S7R7_NEMVE	
A7S838	A7S838_NEMVE	ETS family
A7S839	A7S839_NEMVE	TRAM family
A7S843	A7S843_NEMVE	
A7S851	A7S851_NEMVE	
A7S8C0	A7S8C0_NEMVE	
A7S8P5	A7S8P5_NEMVE	
A7S8Q0	A7S8Q0_NEMVE	Eukaryotic ribosomal protein eS21 family
A7S913	A7S913_NEMVE	ATG13 family, Metazoan subfamily
A7S935	A7S935_NEMVE	
A7S937	A7S937_NEMVE	
A7S956	A7S956_NEMVE	
A7S976	A7S976_NEMVE	
A7S992	A7S992_NEMVE	
A7S9B0	A7S9B0_NEMVE	
A7S9E2	A7S9E2_NEMVE	
A7S9H2	A7S9H2_NEMVE	
A7S9J8	A7S9J8_NEMVE	
A7S9L6	A7S9L6_NEMVE	
A7S9V3	A7S9V3_NEMVE	
A7S9W4	A7S9W4_NEMVE	
A7S9Y0	A7S9Y0_NEMVE	
A7SA09	A7SA09_NEMVE	
A7SA59	A7SA59_NEMVE	
A7SA76	A7SA76_NEMVE	
A7SA96	A7SA96_NEMVE	
A7SAB3	A7SAB3_NEMVE	
A7SAB4	A7SAB4_NEMVE	EGF domain peptide family
A7SAG5	A7SAG5_NEMVE	
A7SAG8	A7SAG8_NEMVE	
A7SAK8	A7SAK8_NEMVE	
A7SAQ2	A7SAQ2_NEMVE	
A7SAR5	A7SAR5_NEMVE	
A7SAT4	A7SAT4_NEMVE	
A7SB47	A7SB47_NEMVE	
A7SB48	A7SB48_NEMVE	
A7SB60	A7SB60_NEMVE	
A7SB81	A7SB81_NEMVE	AB hydrolase superfamily, Lipase family
A7SB83	A7SB83_NEMVE	
A7SB85	A7SB85_NEMVE	
A7SBH0	A7SBH0_NEMVE	
A7SBL6	A7SBL6_NEMVE	
A7SBN9	A7SBN9_NEMVE	
A7SBP8	A7SBP8_NEMVE	
A7SBS5	A7SBS5_NEMVE	
A7SBS7	A7SBS7_NEMVE	
A7SC19	A7SC19_NEMVE	
A7SC21	A7SC21_NEMVE	
A7SC49	A7SC49_NEMVE	
A7SCC9	A7SCC9_NEMVE	
A7SCD0	A7SCD0_NEMVE	Paired homeobox family
A7SCD2	A7SCD2_NEMVE	
A7SCD3	A7SCD3_NEMVE	
A7SCD5	A7SCD5_NEMVE	
A7SCH5	A7SCH5_NEMVE	EGF domain peptide family
A7SCI7	A7SCI7_NEMVE	
A7SCN0	A7SCN0_NEMVE	
A7SCP5	A7SCP5_NEMVE	SF3B5 family
A7SCR7	A7SCR7_NEMVE	
A7SCV2	A7SCV2_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7SCV3	A7SCV3_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7SCV4	A7SCV4_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7SCX0	A7SCX0_NEMVE	
A7SCZ8	A7SCZ8_NEMVE	
A7SD02	A7SD02_NEMVE	
A7SD18	A7SD18_NEMVE	
A7SD23	A7SD23_NEMVE	Eukaryotic ribosomal protein eL42 family
A7SD87	A7SD87_NEMVE	EAF6 family
A7SDB9	A7SDB9_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7SDC8	A7SDC8_NEMVE	
A7SDF2	A7SDF2_NEMVE	
A7SDF4	A7SDF4_NEMVE	
A7SDF5	A7SDF5_NEMVE	
A7SDF6	A7SDF6_NEMVE	
A7SDF9	A7SDF9_NEMVE	
A7SDK0	A7SDK0_NEMVE	
A7SDK6	A7SDK6_NEMVE	
A7SDL9	A7SDL9_NEMVE	
A7SDQ6	A7SDQ6_NEMVE	
A7SDR8	A7SDR8_NEMVE	
A7SDY6	A7SDY6_NEMVE	Glutathione peroxidase family
A7SDZ8	A7SDZ8_NEMVE	
A7SE12	A7SE12_NEMVE	
A7SE30	A7SE30_NEMVE	
A7SE90	A7SE90_NEMVE	Wnt family
A7SED0	A7SED0_NEMVE	
A7SEF2	A7SEF2_NEMVE	
A7SEM8	A7SEM8_NEMVE	
A7SEY6	A7SEY6_NEMVE	
A7SF22	A7SF22_NEMVE	Prokaryotic/mitochondrial release factor family
A7SF71	A7SF71_NEMVE	
A7SF76	A7SF76_NEMVE	EGF domain peptide family
A7SF90	A7SF90_NEMVE	
A7SFB0	A7SFB0_NEMVE	
A7SFC2	A7SFC2_NEMVE	
A7SFH6	A7SFH6_NEMVE	Universal ribosomal protein uL16 family
A7SFK3	A7SFK3_NEMVE	
A7SFN4	A7SFN4_NEMVE	Protein phosphatase inhibitor 2 family
A7SFP6	A7SFP6_NEMVE	
A7SFP8	A7SFP8_NEMVE	
A7SFQ3	A7SFQ3_NEMVE	
A7SFT8	A7SFT8_NEMVE	
A7SFX8	A7SFX8_NEMVE	Major facilitator superfamily, MFSD6 family
A7SG22	A7SG22_NEMVE	
A7SG32	A7SG32_NEMVE	
A7SG34	A7SG34_NEMVE	
A7SG37	A7SG37_NEMVE	ING family
A7SG48	U728_NEMVE	UPF0728 family
A7SG82	A7SG82_NEMVE	
A7SGF3	A7SGF3_NEMVE	EGF domain peptide family
A7SGN8	A7SGN8_NEMVE	
A7SGP2	A7SGP2_NEMVE	
A7SGR9	A7SGR9_NEMVE	
A7SH18	A7SH18_NEMVE	Helicase family, RecQ subfamily
A7SH44	A7SH44_NEMVE	
A7SH69	A7SH69_NEMVE	
A7SH75	A7SH75_NEMVE	
A7SH99	A7SH99_NEMVE	
A7SHA0	A7SHA0_NEMVE	Alpha-ketoglutarate dehydrogenase family
A7SHE5	A7SHE5_NEMVE	
A7SHE6	A7SHE6_NEMVE	
A7SHF3	A7SHF3_NEMVE	
A7SHQ1	A7SHQ1_NEMVE	Cytochrome b5 family, MAPR subfamily
A7SHQ8	A7SHQ8_NEMVE	
A7SHW7	A7SHW7_NEMVE	
A7SHY7	A7SHY7_NEMVE	
A7SI37	A7SI37_NEMVE	
A7SI40	A7SI40_NEMVE	
A7SI50	A7SI50_NEMVE	
A7SID8	A7SID8_NEMVE	
A7SIG2	A7SIG2_NEMVE	
A7SIJ6	A7SIJ6_NEMVE	
A7SIP2	A7SIP2_NEMVE	Pecanex family
A7SIP5	A7SIP5_NEMVE	
A7SIP8	A7SIP8_NEMVE	
A7SIQ3	A7SIQ3_NEMVE	
A7SIT5	A7SIT5_NEMVE	
A7SIZ9	A7SIZ9_NEMVE	
A7SJ25	A7SJ25_NEMVE	
A7SJ30	A7SJ30_NEMVE	
A7SJ32	A7SJ32_NEMVE	
A7SJ40	A7SJ40_NEMVE	
A7SJ67	A7SJ67_NEMVE	Bacterial ribosomal protein bS21 family
A7SJN2	A7SJN2_NEMVE	
A7SJQ5	A7SJQ5_NEMVE	
A7SJX1	A7SJX1_NEMVE	
A7SK41	A7SK41_NEMVE	Eukaryotic ribosomal protein eL39 family
A7SK62	A7SK62_NEMVE	
A7SK83	A7SK83_NEMVE	
A7SKC2	A7SKC2_NEMVE	
A7SKD3	A7SKD3_NEMVE	
A7SKF7	A7SKF7_NEMVE	
A7SKG7	A7SKG7_NEMVE	
A7SKI5	A7SKI5_NEMVE	
A7SKJ2	A7SKJ2_NEMVE	ING family
A7SKL0	A7SKL0_NEMVE	
A7SKM2	A7SKM2_NEMVE	
A7SKM3	A7SKM3_NEMVE	
A7SKT9	A7SKT9_NEMVE	
A7SKX3	A7SKX3_NEMVE	
A7SKX4	A7SKX4_NEMVE	
A7SKY9	A7SKY9_NEMVE	
A7SL19	A7SL19_NEMVE	Cytochrome b5 family
A7SL69	A7SL69_NEMVE	
A7SL91	A7SL91_NEMVE	
A7SLE2	A7SLE2_NEMVE	
A7SLE3	A7SLE3_NEMVE	
A7SLF7	A7SLF7_NEMVE	
A7SLM5	A7SLM5_NEMVE	
A7SLS1	A7SLS1_NEMVE	PET191 family
A7SLV9	A7SLV9_NEMVE	
A7SLX9	A7SLX9_NEMVE	
A7SLZ7	A7SLZ7_NEMVE	
A7SM09	A7SM09_NEMVE	
A7SM61	A7SM61_NEMVE	
A7SM78	A7SM78_NEMVE	
A7SMA8	A7SMA8_NEMVE	
A7SMA9	A7SMA9_NEMVE	
A7SMB2	A7SMB2_NEMVE	
A7SMC8	A7SMC8_NEMVE	
A7SMF3	A7SMF3_NEMVE	
A7SMI5	A7SMI5_NEMVE	
A7SMJ9	A7SMJ9_NEMVE	
A7SMK0	A7SMK0_NEMVE	
A7SMR0	MEIG1_NEMVE	MEIG1 family
A7SMV7	A7SMV7_NEMVE	
A7SMV9	A7SMV9_NEMVE	
A7SN53	A7SN53_NEMVE	
A7SN84	A7SN84_NEMVE	
A7SND5	A7SND5_NEMVE	
A7SND7	A7SND7_NEMVE	
A7SNG5	A7SNG5_NEMVE	
A7SNJ1	A7SNJ1_NEMVE	EGF domain peptide family
A7SNN7	A7SNN7_NEMVE	
A7SNW7	A7SNW7_NEMVE	
A7SNX5	A7SNX5_NEMVE	
A7SNY3	A7SNY3_NEMVE	
A7SP17	A7SP17_NEMVE	
A7SP37	A7SP37_NEMVE	Formin homology family, Cappuccino subfamily
A7SP43	A7SP43_NEMVE	
A7SP46	A7SP46_NEMVE	
A7SP66	A7SP66_NEMVE	
A7SPA1	A7SPA1_NEMVE	
A7SPA6	A7SPA6_NEMVE	
A7SPB7	A7SPB7_NEMVE	
A7SPF0	A7SPF0_NEMVE	
A7SPK8	A7SPK8_NEMVE	
A7SPQ1	A7SPQ1_NEMVE	
A7SPV1	A7SPV1_NEMVE	
A7SPY6	A7SPY6_NEMVE	
A7SQ02	A7SQ02_NEMVE	
A7SQ29	A7SQ29_NEMVE	
A7SQ42	A7SQ42_NEMVE	
A7SQ57	A7SQ57_NEMVE	
A7SQ59	A7SQ59_NEMVE	
A7SQ68	A7SQ68_NEMVE	
A7SQ86	A7SQ86_NEMVE	
A7SQ94	A7SQ94_NEMVE	
A7SQA3	A7SQA3_NEMVE	
A7SQC0	A7SQC0_NEMVE	
A7SQF5	A7SQF5_NEMVE	Small heat shock protein (HSP20) family
A7SQG3	A7SQG3_NEMVE	
A7SQT3	A7SQT3_NEMVE	URM1 family
A7SR01	A7SR01_NEMVE	
A7SR04	A7SR04_NEMVE	
A7SR25	A7SR25_NEMVE	
A7SR26	A7SR26_NEMVE	
A7SR27	A7SR27_NEMVE	
A7SR49	A7SR49_NEMVE	
A7SR50	A7SR50_NEMVE	Complex I 30 kDa subunit family
A7SR52	A7SR52_NEMVE	
A7SR98	A7SR98_NEMVE	CAND family
A7SRA3	A7SRA3_NEMVE	
A7SRC5	A7SRC5_NEMVE	
A7SRG5	A7SRG5_NEMVE	
A7SRH6	A7SRH6_NEMVE	
A7SRI0	A7SRI0_NEMVE	
A7SRL5	A7SRL5_NEMVE	Dynein light chain Tctex-type family
A7SRP3	A7SRP3_NEMVE	
A7SRR6	A7SRR6_NEMVE	
A7SRR8	A7SRR8_NEMVE	
A7SRS3	A7SRS3_NEMVE	Small heat shock protein (HSP20) family
A7SRY5	A7SRY5_NEMVE	Dynein light chain Tctex-type family
A7SS14	A7SS14_NEMVE	
A7SS18	A7SS18_NEMVE	
A7SS40	A7SS40_NEMVE	
A7SS76	A7SS76_NEMVE	
A7SS77	A7SS77_NEMVE	
A7SS93	A7SS93_NEMVE	EGF domain peptide family
A7SS97	A7SS97_NEMVE	
A7SSD2	A7SSD2_NEMVE	Helicase family, RecQ subfamily
A7SSE8	A7SSE8_NEMVE	
A7SSE9	A7SSE9_NEMVE	
A7SSH0	A7SSH0_NEMVE	
A7SSP4	A7SSP4_NEMVE	
A7SSR4	A7SSR4_NEMVE	
A7SSR6	A7SSR6_NEMVE	G protein gamma family
A7SSS8	A7SSS8_NEMVE	EGF domain peptide family
A7SSU0	A7SSU0_NEMVE	
A7SSX3	A7SSX3_NEMVE	
A7SSY3	A7SSY3_NEMVE	
A7SSY4	A7SSY4_NEMVE	ING family
A7ST43	A7ST43_NEMVE	
A7ST45	A7ST45_NEMVE	Eukaryotic ribosomal protein eL24 family
A7STB0	A7STB0_NEMVE	
A7STB6	A7STB6_NEMVE	Seminal plasma protein family
A7STG6	A7STG6_NEMVE	Universal ribosomal protein uL30 family
A7STH1	A7STH1_NEMVE	Glutathione peroxidase family
A7STH3	A7STH3_NEMVE	
A7STJ7	A7STJ7_NEMVE	
A7STP0	A7STP0_NEMVE	
A7STR7	A7STR7_NEMVE	
A7STR8	A7STR8_NEMVE	
A7STW6	A7STW6_NEMVE	
A7STX3	A7STX3_NEMVE	
A7STX6	A7STX6_NEMVE	
A7STZ2	A7STZ2_NEMVE	
A7SU58	A7SU58_NEMVE	Peptidase M14 family
A7SU77	A7SU77_NEMVE	Universal ribosomal protein uL3 family
A7SU97	A7SU97_NEMVE	
A7SUF1	A7SUF1_NEMVE	
A7SUH7	A7SUH7_NEMVE	
A7SUI2	A7SUI2_NEMVE	
A7SUI8	A7SUI8_NEMVE	
A7SUJ4	A7SUJ4_NEMVE	
A7SUJ7	A7SUJ7_NEMVE	
A7SUJ8	A7SUJ8_NEMVE	
A7SUL8	A7SUL8_NEMVE	
A7SUN3	A7SUN3_NEMVE	
A7SUX2	A7SUX2_NEMVE	
A7SUZ7	A7SUZ7_NEMVE	
A7SV08	A7SV08_NEMVE	Glycosyl hydrolase 29 family
A7SV59	A7SV59_NEMVE	
A7SV92	A7SV92_NEMVE	CHCHD7 family
A7SV94	A7SV94_NEMVE	
A7SV98	A7SV98_NEMVE	
A7SV99	A7SV99_NEMVE	
A7SVD5	A7SVD5_NEMVE	
A7SVE0	A7SVE0_NEMVE	
A7SVG8	A7SVG8_NEMVE	
A7SVI6	A7SVI6_NEMVE	
A7SVL4	A7SVL4_NEMVE	
A7SVQ8	A7SVQ8_NEMVE	Multicopper oxidase family
A7SVX0	A7SVX0_NEMVE	
A7SVX4	A7SVX4_NEMVE	
A7SVZ9	A7SVZ9_NEMVE	
A7SW25	A7SW25_NEMVE	
A7SW43	A7SW43_NEMVE	
A7SW46	A7SW46_NEMVE	
A7SW71	A7SW71_NEMVE	
A7SWB9	A7SWB9_NEMVE	
A7SWC3	A7SWC3_NEMVE	
A7SWG4	A7SWG4_NEMVE	
A7SWL7	A7SWL7_NEMVE	
A7SWM1	A7SWM1_NEMVE	
A7SWR2	A7SWR2_NEMVE	
A7SWR5	A7SWR5_NEMVE	Histone H3 family
A7SWS3	A7SWS3_NEMVE	
A7SWW5	A7SWW5_NEMVE	
A7SWY2	A7SWY2_NEMVE	
A7SX08	A7SX08_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7SX09	A7SX09_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7SX13	A7SX13_NEMVE	
A7SX24	A7SX24_NEMVE	
A7SX66	A7SX66_NEMVE	
A7SX73	A7SX73_NEMVE	
A7SX96	A7SX96_NEMVE	Pym family
A7SXM3	A7SXM3_NEMVE	
A7SXT5	A7SXT5_NEMVE	
A7SXW0	A7SXW0_NEMVE	Carnitine/choline acetyltransferase family
A7SXX6	A7SXX6_NEMVE	
A7SY01	A7SY01_NEMVE	EGF domain peptide family
A7SY26	A7SY26_NEMVE	EGF domain peptide family
A7SY57	A7SY57_NEMVE	
A7SYA7	A7SYA7_NEMVE	
A7SYL0	A7SYL0_NEMVE	
A7SYM1	A7SYM1_NEMVE	
A7SYN7	A7SYN7_NEMVE	
A7SYQ5	A7SYQ5_NEMVE	EGF domain peptide family
A7SYT7	A7SYT7_NEMVE	
A7SYT9	A7SYT9_NEMVE	
A7SYV5	A7SYV5_NEMVE	
A7SYW0	A7SYW0_NEMVE	
A7SYW7	A7SYW7_NEMVE	
A7SYY9	A7SYY9_NEMVE	Integrator subunit 12 family
A7SYZ4	A7SYZ4_NEMVE	
A7SZ07	A7SZ07_NEMVE	
A7SZ32	A7SZ32_NEMVE	
A7SZ53	A7SZ53_NEMVE	
A7SZ68	A7SZ68_NEMVE	
A7SZ81	A7SZ81_NEMVE	
A7SZ91	A7SZ91_NEMVE	ETS family
A7SZB5	A7SZB5_NEMVE	
A7SZG2	A7SZG2_NEMVE	
A7SZG4	A7SZG4_NEMVE	
A7SZQ2	A7SZQ2_NEMVE	
A7SZQ3	A7SZQ3_NEMVE	
A7SZR0	A7SZR0_NEMVE	
A7SZR3	A7SZR3_NEMVE	TIM14 family
A7SZS5	A7SZS5_NEMVE	
A7T006	A7T006_NEMVE	
A7T048	A7T048_NEMVE	
A7T057	A7T057_NEMVE	Calponin family
A7T068	A7T068_NEMVE	
A7T086	A7T086_NEMVE	
A7T0B6	A7T0B6_NEMVE	
A7T0B7	A7T0B7_NEMVE	Complex I 49 kDa subunit family
A7T0E4	A7T0E4_NEMVE	Mitochondrial carrier (TC 2.A.29) family
A7T0G1	A7T0G1_NEMVE	
A7T0L8	A7T0L8_NEMVE	
A7T0V4	A7T0V4_NEMVE	Plant homeotic and developmental regulators ALOG protein family
A7T107	A7T107_NEMVE	
A7T123	A7T123_NEMVE	
A7T135	A7T135_NEMVE	
A7T160	A7T160_NEMVE	
A7T174	A7T174_NEMVE	Sulfotransferase 1 family
A7T187	A7T187_NEMVE	
A7T191	A7T191_NEMVE	EGF domain peptide family
A7T198	A7T198_NEMVE	
A7T199	A7T199_NEMVE	
A7T1A5	A7T1A5_NEMVE	
A7T1B2	A7T1B2_NEMVE	
A7T1B6	A7T1B6_NEMVE	
A7T1F0	A7T1F0_NEMVE	
A7T1F1	A7T1F1_NEMVE	
A7T1F2	A7T1F2_NEMVE	
A7T1H1	A7T1H1_NEMVE	
A7T1H4	A7T1H4_NEMVE	
A7T1H7	A7T1H7_NEMVE	EGF domain peptide family
A7T1I7	A7T1I7_NEMVE	
A7T1K3	A7T1K3_NEMVE	
A7T1L0	A7T1L0_NEMVE	Histone H3 family
A7T1M3	A7T1M3_NEMVE	Histidine acid phosphatase family
A7T1R5	A7T1R5_NEMVE	
A7T1R7	A7T1R7_NEMVE	
A7T1R8	A7T1R8_NEMVE	
A7T1S0	A7T1S0_NEMVE	
A7T1S1	A7T1S1_NEMVE	
A7T1S2	A7T1S2_NEMVE	
A7T1T1	A7T1T1_NEMVE	
A7T1U7	A7T1U7_NEMVE	
A7T1V0	A7T1V0_NEMVE	
A7T1V1	A7T1V1_NEMVE	
A7T1V3	A7T1V3_NEMVE	
A7T1X7	A7T1X7_NEMVE	
A7T1X8	A7T1X8_NEMVE	
A7T1Y6	A7T1Y6_NEMVE	
A7T1Z4	A7T1Z4_NEMVE	
A7T215	A7T215_NEMVE	
A7T235	A7T235_NEMVE	Seminal plasma protein family
A7T236	A7T236_NEMVE	Seminal plasma protein family
A7T241	A7T241_NEMVE	
A7T248	A7T248_NEMVE	
A7T258	A7T258_NEMVE	
A7T277	A7T277_NEMVE	
A7T2F8	A7T2F8_NEMVE	
A7T2F9	A7T2F9_NEMVE	
A7T2G7	A7T2G7_NEMVE	
A7T2H7	A7T2H7_NEMVE	
A7T2I6	A7T2I6_NEMVE	
A7T2J6	A7T2J6_NEMVE	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
A7T2J9	A7T2J9_NEMVE	RENT3 family
A7T2L5	A7T2L5_NEMVE	EGF domain peptide family
A7T2P2	A7T2P2_NEMVE	
A7T2Q9	A7T2Q9_NEMVE	Multicopper oxidase family
A7T2S1	A7T2S1_NEMVE	
A7T2U1	A7T2U1_NEMVE	
A7T2V2	A7T2V2_NEMVE	
A7T2V6	A7T2V6_NEMVE	Adaptor complexes large subunit family
A7T2V8	A7T2V8_NEMVE	
A7T2V9	A7T2V9_NEMVE	
A7T2X7	A7T2X7_NEMVE	Small heat shock protein (HSP20) family
A7T322	A7T322_NEMVE	
A7T328	A7T328_NEMVE	
A7T343	A7T343_NEMVE	
A7T353	A7T353_NEMVE	
A7T354	A7T354_NEMVE	
A7T365	A7T365_NEMVE	
